Link,Recommendation,Notes,Audit
https://www.gov.uk/government/news/education-secretary-hopes-all-children-open-a-book-this-christmas,No work needed (accurate and findable),,Looked-after children and child poverty
https://www.gov.uk/government/news/education-secretary-sets-out-government-plans-for-schools,,,Looked-after children and child poverty
https://www.gov.uk/government/news/education-secretary-unveils-a-new-blueprint-for-adoption,No work needed (accurate and findable),,Looked-after children and child poverty
https://www.gov.uk/government/news/education-secretary-unveils-plans-to-change-adoption-law,No work needed (accurate and findable),,Looked-after children and child poverty
https://www.gov.uk/government/news/edward-timpson-and-lorraine-pascale-mark-foster-care-fortnight,No work needed (accurate and findable),,Looked-after children and child poverty
https://www.gov.uk/government/news/elitism-rife-at-the-top-of-scottish-society,,,Looked-after children and child poverty
https://www.gov.uk/government/news/elitist-britain-report-published,,,Looked-after children and child poverty
https://www.gov.uk/government/news/extra-2-million-of-support-available-for-adoptive-families,No work needed (accurate and findable),,Looked-after children and child poverty
https://www.gov.uk/government/news/fairer-school-funding-plan-revealed,No work needed (accurate and findable),,Looked-after children and child poverty
https://www.gov.uk/government/news/family-drug-and-alcohol-court-to-extend-nationwide,No work needed (accurate and findable),,Looked-after children and child poverty
https://www.gov.uk/government/news/family-intervention-projects-and-services,No work needed (accurate and findable),,Looked-after children and child poverty
https://www.gov.uk/government/news/fees-for-intercountry-adoption-services-announced,No work needed (accurate and findable),,Looked-after children and child poverty
https://www.gov.uk/government/news/first-ever-families-test-for-government-published,,,Looked-after children and child poverty
https://www.gov.uk/government/news/first-social-care-report-puts-spotlight-on-leadership,N/A: appears in another audit,,Looked-after children and child poverty
https://www.gov.uk/government/news/focus-on-families-new-drive-to-help-troubled-families,No work needed (accurate and findable),,Looked-after children and child poverty
https://www.gov.uk/government/news/fostering-services-need-to-reach-out-to-wider-range-of-carers,No work needed (accurate and findable),wrongly formatted link,Looked-after children and child poverty
https://www.gov.uk/government/news/free-childcare-extended-to-working-families-on-low-incomes,No work needed (accurate and findable),,Looked-after children and child poverty
